date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:51:44	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/_next/static/chunks/9224-0e8e1fefb03df683.js	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/_next/static/chunks/9224-0e8e1fefb03df683.js	(from https://blockchaininstanthelpdesk.com/)
04:51:44	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/_next/static/chunks/4116-1a12ee6cbeef047b.js	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/_next/static/chunks/4116-1a12ee6cbeef047b.js	(from https://blockchaininstanthelpdesk.com/)
04:51:45	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/_next/static/chunks/9019-b42f3fae320b8497.js	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/_next/static/chunks/9019-b42f3fae320b8497.js	(from https://blockchaininstanthelpdesk.com/)
04:51:45	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/_next/static/chunks/7842-7bdb0beaab10ff60.js	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/_next/static/chunks/7842-7bdb0beaab10ff60.js	(from https://blockchaininstanthelpdesk.com/)
04:51:46	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/_next/static/chunks/794-5c817b202dcd29b2.js	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/_next/static/chunks/794-5c817b202dcd29b2.js	(from https://blockchaininstanthelpdesk.com/)
04:51:47	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/_next/static/chunks/5883-8ccc764bec0cc1b1.js	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/_next/static/chunks/5883-8ccc764bec0cc1b1.js	(from https://blockchaininstanthelpdesk.com/)
04:51:48	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/_next/static/chunks/8666-e969fb13d05aa5c6.js	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/_next/static/chunks/8666-e969fb13d05aa5c6.js	(from https://blockchaininstanthelpdesk.com/)
04:51:49	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/_next/static/chunks/9499-aef1eddc1ed5239f.js	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/_next/static/chunks/9499-aef1eddc1ed5239f.js	(from https://blockchaininstanthelpdesk.com/)
04:51:49	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/_next/static/chunks/pages/index-25c86ea25f4293e5.js	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/_next/static/chunks/pages/index-25c86ea25f4293e5.js	(from https://blockchaininstanthelpdesk.com/)
04:51:49	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/_next/static/rCrS19XLpDGA077tAFoXN/_buildManifest.js	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/_next/static/rCrS19XLpDGA077tAFoXN/_buildManifest.js	(from https://blockchaininstanthelpdesk.com/)
04:51:50	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/_next/static/rCrS19XLpDGA077tAFoXN/_ssgManifest.js	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/_next/static/rCrS19XLpDGA077tAFoXN/_ssgManifest.js	(from https://blockchaininstanthelpdesk.com/)
04:51:50	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/static/img/banner/banner-bg.svg	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/static/img/banner/banner-bg.svg	(from https://blockchaininstanthelpdesk.com/)
04:51:51	2992/2992	---M-Z	200	added ('OK')	image/svg+xml	etag:%22bb0-64e386c3-f7f721e99dc6ce4e;gz%22	https://blockchaininstanthelpdesk.com/images/home-hero-gradient.svg	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/images/home-hero-gradient.svg	(from https://blockchaininstanthelpdesk.com/)
04:51:54	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/static/img/home/homepage-app-shapes-bg@2x.png	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/static/img/home/homepage-app-shapes-bg@2x.21.delayed	(from https://blockchaininstanthelpdesk.com/)
04:51:55	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/static/img/home/homepage-app-shapes-bg.png	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/static/img/home/homepage-app-shapes-bg.png	(from https://blockchaininstanthelpdesk.com/)
04:51:56	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/static/img/home/homepage-exchange-shapes-bg@2x.png	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/static/img/home/homepage-exchange-shapes-bg@2x.png	(from https://blockchaininstanthelpdesk.com/)
04:51:56	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/static/img/home/homepage-exchange-shapes-bg.png	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/static/img/home/homepage-exchange-shapes-bg.png	(from https://blockchaininstanthelpdesk.com/)
04:51:57	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/static/img/home/homepage-explorer-shapes-bg@2x.png	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/static/img/home/homepage-explorer-shapes-bg@2x.png	(from https://blockchaininstanthelpdesk.com/)
04:51:58	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/static/img/home/homepage-explorer-shapes-bg.png	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/static/img/home/homepage-explorer-shapes-bg.png	(from https://blockchaininstanthelpdesk.com/)
04:51:59	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/static/img/home/homepage-institutional-shapes-bg@2x.png	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/static/img/home/homepage-institutional-shapes-bg@2x.png	(from https://blockchaininstanthelpdesk.com/)
04:51:59	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/static/img/home/homepage-institutional-shapes-bg.png	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/static/img/home/homepage-institutional-shapes-bg.png	(from https://blockchaininstanthelpdesk.com/)
04:52:00	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/static/img/down-arrow.png	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/static/img/down-arrow.png	(from https://blockchaininstanthelpdesk.com/)
04:52:01	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/static/img/icons/icon-chevron-right.svg	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/static/img/icons/icon-chevron-right.svg	(from https://blockchaininstanthelpdesk.com/)
04:52:05	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/images/static/app-connect-defi.png	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/images/static/app-connect-defi.2c.delayed	(from https://blockchaininstanthelpdesk.com/)
04:52:05	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/images/static/app-earn-rewards.png	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/images/static/app-earn-rewards.png	(from https://blockchaininstanthelpdesk.com/)
04:52:06	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/images/static/app-self-custody.png	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/images/static/app-self-custody.png	(from https://blockchaininstanthelpdesk.com/)
04:52:07	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/images/static/app-ease.png	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/images/static/app-ease.png	(from https://blockchaininstanthelpdesk.com/)
04:52:08	1694764/1694764	---MCZ	200	added ('OK')	text/html	etag:%2219dc2c-64e387f3-76ef618b39bd713;gz%22	https://blockchaininstanthelpdesk.com/complaint.html	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/complaint.html	(from https://blockchaininstanthelpdesk.com/)
04:52:08	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/images/static/prod-exchange-fiat-currencies.png	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/images/static/prod-exchange-fiat-currencies.png	(from https://blockchaininstanthelpdesk.com/)
04:52:09	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/images/static/prod-exchange-matching-engine-sm.png	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/images/static/prod-exchange-matching-engine-sm.png	(from https://blockchaininstanthelpdesk.com/)
04:52:09	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/images/static/prod-exchange-chat-support-sm.png	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/images/static/prod-exchange-chat-support-sm.png	(from https://blockchaininstanthelpdesk.com/)
04:52:10	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/images/static/ex-landing-margin-image.png	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/images/static/ex-landing-margin-image.png	(from https://blockchaininstanthelpdesk.com/)
04:52:11	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/images/static/prod-explore-blockchains-sm.png	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/images/static/prod-explore-blockchains-sm.png	(from https://blockchaininstanthelpdesk.com/)
04:52:11	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/images/static/prod-explore-prices-sm.png	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/images/static/prod-explore-prices-sm.png	(from https://blockchaininstanthelpdesk.com/)
04:52:12	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/images/static/prod-explore-api-sm.png	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/images/static/prod-explore-api-sm.png	(from https://blockchaininstanthelpdesk.com/)
04:52:12	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/images/static/prod-explore-charts-sm.png	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/images/static/prod-explore-charts-sm.png	(from https://blockchaininstanthelpdesk.com/)
04:52:13	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64d533db-31c105a20dcc6a78;gz%22	https://blockchaininstanthelpdesk.com/images/static/prod-explore-blockchains.png	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/images/static/prod-explore-blockchains.png	(from https://blockchaininstanthelpdesk.com/)
04:52:15	72048/72048	---M--	200	added ('OK')	image/gif	etag:%2211970-64e38744-c13436835b84a655;;;%22	https://blockchaininstanthelpdesk.com/images/static/spinningIcons.gif	C:/Users/HP/Desktop/YJs/test15/blockchaininstanthelpdesk.com/images/static/spinningIcons.gif	(from https://blockchaininstanthelpdesk.com/)
04:52:17	100/100	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2025%20Aug%202023%2012:52:31%20GMT	https://cdn.polyfill.io/v2/polyfill.min.js?features=Intl.~locale.en	C:/Users/HP/Desktop/YJs/test15/cdn.polyfill.io/v2/polyfill.min8a7a.js	(from https://blockchaininstanthelpdesk.com/)
04:52:20	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Mon,%2012%20Jun%202023%2018:23:07%20GMT	https://www.google-analytics.com/analytics.js	C:/Users/HP/Desktop/YJs/test15/www.google-analytics.com/analytics.js	(from https://blockchaininstanthelpdesk.com/)
04:52:21	99632/99632	---M--	200	added ('OK')	font/woff2	etag:%2264ffb2cd-18530%22	https://rsms.me/inter/font-files/Inter-Thin.woff2?v=3.19	C:/Users/HP/Desktop/YJs/test15/rsms.me/inter/font-files/Inter-Thin3535.woff2	(from https://rsms.me/inter/inter.css)
04:52:22	106496/106496	---M--	200	added ('OK')	font/woff2	etag:%2264ffb2cd-1a000%22	https://rsms.me/inter/font-files/Inter-ThinItalic.woff2?v=3.19	C:/Users/HP/Desktop/YJs/test15/rsms.me/inter/font-files/Inter-ThinItalic3535.woff2	(from https://rsms.me/inter/inter.css)
04:52:22	104232/104232	---M--	200	added ('OK')	font/woff2	etag:%2264ffb2cd-19728%22	https://rsms.me/inter/font-files/Inter-ExtraLight.woff2?v=3.19	C:/Users/HP/Desktop/YJs/test15/rsms.me/inter/font-files/Inter-ExtraLight3535.woff2	(from https://rsms.me/inter/inter.css)
04:52:23	111392/111392	---M--	200	added ('OK')	font/woff2	etag:%2264ffb2cd-1b320%22	https://rsms.me/inter/font-files/Inter-ExtraLightItalic.woff2?v=3.19	C:/Users/HP/Desktop/YJs/test15/rsms.me/inter/font-files/Inter-ExtraLightItalic3535.woff2	(from https://rsms.me/inter/inter.css)
04:52:23	104332/104332	---M--	200	added ('OK')	font/woff2	etag:%2264ffb2cd-1978c%22	https://rsms.me/inter/font-files/Inter-Light.woff2?v=3.19	C:/Users/HP/Desktop/YJs/test15/rsms.me/inter/font-files/Inter-Light3535.woff2	(from https://rsms.me/inter/inter.css)
04:52:23	111332/111332	---M--	200	added ('OK')	font/woff2	etag:%2264ffb2cd-1b2e4%22	https://rsms.me/inter/font-files/Inter-LightItalic.woff2?v=3.19	C:/Users/HP/Desktop/YJs/test15/rsms.me/inter/font-files/Inter-LightItalic3535.woff2	(from https://rsms.me/inter/inter.css)
04:52:23	98868/98868	---M--	200	added ('OK')	font/woff2	etag:%2264ffb2cd-18234%22	https://rsms.me/inter/font-files/Inter-Regular.woff2?v=3.19	C:/Users/HP/Desktop/YJs/test15/rsms.me/inter/font-files/Inter-Regular3535.woff2	(from https://rsms.me/inter/inter.css)
04:52:24	106876/106876	---M--	200	added ('OK')	font/woff2	etag:%2264ffb2cd-1a17c%22	https://rsms.me/inter/font-files/Inter-Italic.woff2?v=3.19	C:/Users/HP/Desktop/YJs/test15/rsms.me/inter/font-files/Inter-Italic3535.woff2	(from https://rsms.me/inter/inter.css)
04:52:24	105924/105924	---M--	200	added ('OK')	font/woff2	etag:%2264ffb2cd-19dc4%22	https://rsms.me/inter/font-files/Inter-Medium.woff2?v=3.19	C:/Users/HP/Desktop/YJs/test15/rsms.me/inter/font-files/Inter-Medium3535.woff2	(from https://rsms.me/inter/inter.css)
04:52:24	112184/112184	---M--	200	added ('OK')	font/woff2	etag:%2264ffb2cd-1b638%22	https://rsms.me/inter/font-files/Inter-MediumItalic.woff2?v=3.19	C:/Users/HP/Desktop/YJs/test15/rsms.me/inter/font-files/Inter-MediumItalic3535.woff2	(from https://rsms.me/inter/inter.css)
04:52:24	105804/105804	---M--	200	added ('OK')	font/woff2	etag:%2264ffb2cd-19d4c%22	https://rsms.me/inter/font-files/Inter-SemiBold.woff2?v=3.19	C:/Users/HP/Desktop/YJs/test15/rsms.me/inter/font-files/Inter-SemiBold3535.woff2	(from https://rsms.me/inter/inter.css)
04:52:25	112048/112048	---M--	200	added ('OK')	font/woff2	etag:%2264ffb2cd-1b5b0%22	https://rsms.me/inter/font-files/Inter-SemiBoldItalic.woff2?v=3.19	C:/Users/HP/Desktop/YJs/test15/rsms.me/inter/font-files/Inter-SemiBoldItalic3535.woff2	(from https://rsms.me/inter/inter.css)
04:52:25	106140/106140	---M--	200	added ('OK')	font/woff2	etag:%2264ffb2cd-19e9c%22	https://rsms.me/inter/font-files/Inter-Bold.woff2?v=3.19	C:/Users/HP/Desktop/YJs/test15/rsms.me/inter/font-files/Inter-Bold3535.woff2	(from https://rsms.me/inter/inter.css)
04:52:25	111808/111808	---M--	200	added ('OK')	font/woff2	etag:%2264ffb2cd-1b4c0%22	https://rsms.me/inter/font-files/Inter-BoldItalic.woff2?v=3.19	C:/Users/HP/Desktop/YJs/test15/rsms.me/inter/font-files/Inter-BoldItalic3535.woff2	(from https://rsms.me/inter/inter.css)
04:52:26	106108/106108	---M--	200	added ('OK')	font/woff2	etag:%2264ffb2cd-19e7c%22	https://rsms.me/inter/font-files/Inter-ExtraBold.woff2?v=3.19	C:/Users/HP/Desktop/YJs/test15/rsms.me/inter/font-files/Inter-ExtraBold3535.woff2	(from https://rsms.me/inter/inter.css)
04:52:26	111708/111708	---M--	200	added ('OK')	font/woff2	etag:%2264ffb2cd-1b45c%22	https://rsms.me/inter/font-files/Inter-ExtraBoldItalic.woff2?v=3.19	C:/Users/HP/Desktop/YJs/test15/rsms.me/inter/font-files/Inter-ExtraBoldItalic3535.woff2	(from https://rsms.me/inter/inter.css)
04:52:26	102868/102868	---M--	200	added ('OK')	font/woff2	etag:%2264ffb2cd-191d4%22	https://rsms.me/inter/font-files/Inter-Black.woff2?v=3.19	C:/Users/HP/Desktop/YJs/test15/rsms.me/inter/font-files/Inter-Black3535.woff2	(from https://rsms.me/inter/inter.css)
04:52:26	108752/108752	---M--	200	added ('OK')	font/woff2	etag:%2264ffb2cd-1a8d0%22	https://rsms.me/inter/font-files/Inter-BlackItalic.woff2?v=3.19	C:/Users/HP/Desktop/YJs/test15/rsms.me/inter/font-files/Inter-BlackItalic3535.woff2	(from https://rsms.me/inter/inter.css)
